princeton,city_name,state_code,distance_learning,tuition,website,gpa,SAT,ACT
Berea College,Berea,KY,0,0,http://www.berea.edu,3.02,1155,26
Berean Institute,Philadelphia,PA,0,0,http://www.bereaninstitute.edu,3.51,1425,32
Bergen Community College,Paramus,NJ,0,0,http://www.bergen.edu,3.08,1239,28
Berkeley City College,Berkeley,CA,0,0,http://vistawww.peralta.edu,3.05,1334,30
Berkeley College,New York,NY,0,0,http://www.berkeleycollege.edu,3.12,1348,30
Berkeley College,West Paterson,NJ,0,0,http://www.berkeleycollege.edu,3.24,1429,32
Berklee College of Music,Boston,MA,0,0,http://www.berklee.edu,3.35,1194,27
Berkshire Community College,Pittsfield,MA,0,0,http://www.berkshirecc.edu,3.3,1404,31
Berry College,Mount Berry,GA,0,0,http://www.berry.edu,3.02,1396,31
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,0,0,,3.11,1355,30
Beth Hatalmud Rabbinical College,Brooklyn,NY,0,0,,3.69,1406,31
Beth Medrash Govoha,Lakewood,NJ,0,0,,3,1307,29
Bethany College,Lindsborg,KS,0,16904,http://www.bethanylb.edu,3.33,1223,27
Bethany College,Bethany,WV,0,16859,http://www.bethanywv.edu,3.19,1307,29
Bethany Theological Seminary,Richmond,IN,1,0,http://www.bethanyseminary.edu,3.21,1127,25
Bethel College,Hampton,VA,0,4162,http://bethel-college.com,3.27,1241,28
Bethel College-Indiana,Mishawaka,IN,0,17711,http://www.bethelcollege.edu,3.07,1447,32
Bethel Seminary of the East,Landover,MD,1,0,http://www.bethel.edu,3.49,1291,29
Bethel Seminary San Diego,San Diego,CA,1,0,http://www.bethel.edu,3.22,1399,31
Bethel Seminary-St. Paul,Saint Paul,MN,1,0,http://www.bethel.edu,3.41,1381,31
Bethel University,Saint Paul,MN,1,23742,http://www.bethel.edu,3.1,1230,27
Bethel University,McKenzie,TN,1,15846,http://www.bethelu.edu/,3.11,1235,28
Bethune-Cookman University,Daytona Beach,FL,1,16497,http://www.cookman.edu,3.32,1198,27
Beulah Heights University,Atlanta,GA,1,6135,http://www.beulah.org,3,1231,27
Bevill State Community College,Sumiton,AL,0,0,http://www.bscc.edu,3.03,1147,26
Bexley Hall Episcopal Seminary,Columbus,OH,1,0,http://www.bexley.edu,3.38,1240,28
Biblical Theological Seminary,Hatfield,PA,1,0,http://www.biblical.edu,3.22,1173,26
Bidwell Training Center Inc,Pittsburgh,PA,0,0,http://www.bidwell-training.org,3.08,1260,28
Big Bend Community College,Moses Lake,WA,0,0,http://www.bigbend.edu,3.11,1221,27
Big Sandy Community and Technical College,Prestonsburg,KY,0,0,http://www.bigsandy.kctcs.edu,3.46,1185,26
Biola University,La Mirada,CA,1,28118,http://www.biola.edu,3.1,1372,31
Birmingham Southern College,Birmingham,AL,0,19539,http://www.bsc.edu,3.38,1382,31
Birthingway College of Midwifery,Portland,OR,0,0,http://www.birthingway.edu,3.3,1224,27
Bishop State Community College,Mobile,AL,0,0,http://www.bishop.edu,3.61,1156,26
Bismarck State College,Bismarck,ND,0,0,http://www.bismarckstate.edu,3.62,1289,29
Black Hawk College,Moline,IL,0,0,http://www.bhc.edu,3.51,1376,31
Black Hills State University,Spearfish,SD,0,0,http://www.bhsu.edu,3.44,1399,31
Black River Technical College,Pocahontas,AR,0,0,http://www.blackrivertech.edu,3.23,1122,25
Blackburn College,Carlinville,IL,0,12541,http://www.blackburn.edu,3.28,1177,26
Blackfeet Community College,Browning,MT,0,0,http://www.bfcc.org,3.06,1262,28
Blackhawk Technical College,Janesville,WI,0,0,http://www.blackhawk.edu,3.03,1367,31
Bladen Community College,Dublin,NC,0,0,http://www.bladencc.edu,3.48,1431,32
Blessed John XXIII National Seminary,Weston,MA,0,0,http://www.blessedjohnxxiii.edu,3.38,1111,25
Blessing Rieman College of Nursing,Quincy,IL,0,0,http://www.brcn.edu,3.16,1216,27
Blinn College,Brenham,TX,0,0,http://www.blinn.edu,3.19,1330,30
Bloomfield College,Bloomfield,NJ,1,16011,http://www.bloomfield.edu/,3.49,1386,31
Bloomsburg University of Pennsylvania,Bloomsburg,PA,0,0,http://www.bloomu.edu,3.26,1237,28
Blue Cliff College,Alexandria,LA,0,0,,3.52,1368,31
Blue Cliff College,Gulfport,MS,0,0,http://bluecliffcollege.com,3.25,1274,28
Blue Cliff College-Houma,Houma,LA,0,0,,3.46,1101,25
Blue Cliff College-Lafayette,Lafayette,LA,0,0,http://bluecliffcollege.com,3.19,1163,26
Blue Cliff College-Metairie,Metairie,LA,0,0,http://www.bluecliffcollege.com,3.07,1303,29
Blue Cliff College-Shreveport,Shreveport,LA,0,0,http://www.bluecliffcollege.com,3.67,1138,25
Blue Mountain College,Blue Mountain,MS,1,12154,http://www.bmc.edu,3.58,1407,31
Blue Mountain Community College,Pendleton,OR,0,0,http://www.bluecc.edu,3.3,1225,27
Blue Ridge Community and Technical College,Martinsburg,WV,0,0,http://www.blueridgectc.edu/,3.27,1404,31
Blue Ridge Community College,Weyers Cave,VA,0,0,http://www.brcc.edu,3.36,1211,27
Blue Ridge Community College,Flat Rock,NC,0,0,http://www.blueridge.edu,3.28,1424,32
Bluefield College,Bluefield,VA,1,18721,http://www.bluefield.edu,3.18,1380,31
Bluefield State College,Bluefield,WV,0,0,http://www.bluefieldstate.edu,3.39,1315,29
Bluegrass Community and Technical College,Lexington,KY,0,0,http://www.bluegrass.kctcs.edu/,3.08,1325,30
Bluffton University,Bluffton,OH,0,19475,http://www.bluffton.edu,3.49,1295,29
Board of Trustees-Mississippi State Institutions of Higher Learning,Jackson,MS,0,0,http://www.mississippi.edu,3.56,1241,28
Bohecker College,Ravenna,OH,0,0,http://www.boheckercollege.edu,3.47,1212,27
Bohecker College-Cincinnati,Cincinnati,OH,0,0,,3.36,1336,30
Bohecker College-Columbus,Westerville,OH,0,0,http://www.boheckercollege.edu,3.43,1390,31
Boise Bible College,Boise,ID,1,17243,http://www.boisebible.edu,3.39,1240,28
Boise State University,Boise,ID,0,0,http://www.boisestate.edu,3.42,1288,29
Bon Secours Memorial College of Nursing,Richmond,VA,0,17961,http://www.bsmcon.edu,3.57,1371,31
Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA,0,0,http://www.bonsecours.com/somi/index.asp,3.35,1143,25
Boricua College,New York,NY,0,0,http://boricuacollege.edu,3.21,1236,28
Bossier Parish Community College,Bossier City,LA,0,0,http://www.bpcc.edu,3.45,1252,28
Boston Architectural College,Boston,MA,0,0,http://www.the-bac.edu,3.4,1183,26
Boston Baptist College,Boston,MA,0,17516,http://boston.edu,3.25,1250,28
Boston College,Chestnut Hill,MA,0,23742,http://www.bc.edu,3.4,1365,31
Boston Graduate School of Psychoanalysis Inc,Brookline,MA,0,0,http://www.bgsp.edu,3.67,1429,32
Boston University,Boston,MA,0,0,http://www.bu.edu,3.4,1300,29
Boulder College of Massage Therapy,Boulder,CO,0,0,http://www.bcmt.org,3.1,1209,27
Bowdoin College,Brunswick,ME,0,0,http://www.bowdoin.edu,3.6,1422,32
Bowie State University,Bowie,MD,0,0,http://www.bowiestate.edu,3.29,1360,30
Bowling Green State University-Firelands,Huron,OH,0,0,http://www.firelands.bgsu.edu,3.51,1126,25
Bowling Green State University-Main Campus,Bowling Green,OH,0,0,http://www.bgsu.edu,3.63,1105,25
Bradford School,Pittsburgh,PA,0,0,http://www.bradfordpittsburgh.edu,3.54,1100,25
Bradford School,Columbus,OH,0,0,http://www.bradfordschoolcolumbus.edu,3,1442,32
Bradford School of Business,Houston,TX,0,0,http://www.bradfordschoolhouston.edu,3.08,1173,26
Bradley University,Peoria,IL,0,0,http://www.bradley.edu,3.02,1133,25
Bramson ORT College,Forest Hills,NY,0,0,http://bramsonort.edu,3.34,1248,28
Brandeis University,Waltham,MA,0,0,http://www.brandeis.edu/,3.7,1365,31
Brandman University,Irvine,CA,1,0,http://www.brandman.edu/,3.31,1184,26
Brazosport College,Lake Jackson,TX,0,0,http://www.brazosport.edu,3.1,1430,32
Brenau University,Gainesville,GA,0,0,http://www.brenau.edu,3.55,1202,27
Brescia University,Owensboro,KY,1,12119,http://www.brescia.edu,3.06,1124,25
Brevard College,Brevard,NC,0,19005,http://www.brevard.edu,3.61,1170,26
Brevard Community College,Cocoa,FL,0,0,http://www.brevardcc.edu,3.52,1336,30
Brewton-Parker College,Mount Vernon,GA,1,16220,http://www.bpc.edu,3.07,1352,30
Briar Cliff University,Sioux City,IA,1,16610,http://www.briarcliff.edu,3.54,1289,29
Briarcliffe College,Bethpage,NY,0,0,http://www.briarcliffe.edu,3.26,1119,25
Briarwood College,Southington,CT,0,0,http://www.briarwood.edu,3.6,1272,28
Bridgewater College,Bridgewater,VA,0,19459,http://www.bridgewater.edu,3.14,1228,27
Bridgewater State College,Bridgewater,MA,0,0,http://www.bridgew.edu,3.66,1276,29
Brigham Young University-Hawaii,Laie,HI,1,12900,http://www.byuh.edu/,3.46,1406,31
Brigham Young University-Idaho,Rexburg,ID,1,9180,http://www.byui.edu,3.01,1385,31
Brigham Young University-Provo,Provo,UT,1,11617,http://www.byu.edu,3.24,1276,29
Bristol Community College,Fall River,MA,0,0,http://www.bristol.mass.edu,3.37,1103,25
Brite Divinity School,Fort Worth,TX,0,0,http://www.brite.tcu.edu,3.59,1333,30
Broadview University,West Jordan,UT,0,0,http://www.utahcollege.edu,3.38,1372,31
Broadview University-Layton,Layton,UT,0,0,,3.28,1107,25
Brookdale Community College,Lincroft,NJ,0,0,http://www.brookdalecc.edu,3.03,1315,29
Brookhaven College,Farmers Branch,TX,0,0,http://www.dcccd.edu,3.06,1321,30
Brooklyn Law School,Brooklyn,NY,0,0,http://www.brooklaw.edu,3.48,1210,27
Brooks College,Long Beach,CA,0,0,http://www.brookscollege.edu,3.07,1427,32
Brooks College,Sunnyvale,CA,0,0,http://www.brooks-sv.com,3.04,1118,25
Brooks Institute,Santa Barbara,CA,0,0,http://www.brooks.edu,3.47,1279,29
Broome Community College,Binghamton,NY,0,0,http://www.sunybroome.edu,3.2,1221,27
Broward College,Fort Lauderdale,FL,0,0,http://www.broward.edu,3.2,1252,28
Brown College of Court Reporting,Atlanta,GA,0,0,http://www.browncollege.com,3.15,1145,26
Brown Mackie College-Akron,Akron,OH,0,0,http://www.edmc.edu,3.43,1400,31
Brown Mackie College-Atlanta,Atlanta,GA,0,0,http://brownmackie.edu,3.49,1375,31
Brown Mackie College-Cincinnati,Cincinnati,OH,0,0,http://www.brownmackie.edu,3.55,1350,30
Brown Mackie College-Findlay,Findlay,OH,0,0,http://brownmackie.edu,3.36,1109,25
Brown Mackie College-Fort Wayne,Fort Wayne,IN,0,0,http://www.brownmackie.edu,3.19,1127,25
Brown Mackie College-Hopkinsville,Hopkinsville,KY,0,0,http://www.brownmackie.edu,3.5,1321,30
Brown Mackie College-Kansas City,Lenexa,KS,0,0,http://www.brownmackie.edu,3.64,1234,28
Brown Mackie College-Louisville,Louisville,KY,0,0,,3.47,1299,29
Brown Mackie College-Merrillville,Merrillville,IN,0,0,http://www.brownmackie.edu,3.66,1123,25
Brown Mackie College-Miami,Miami,FL,0,0,http://www.brownmackie.edu/miami,3.02,1449,32
Brown Mackie College-Michigan City,Michigan City,IN,0,0,http://www.brownmackie.edu,3.07,1318,29
Brown Mackie College-North Canton,Canton,OH,0,0,http://www.brownmackie.edu,3.08,1396,31
Brown Mackie College-Northern Kentucky,Fort Mitchell,KY,0,0,http://www.brownmackie.edu,3.21,1285,29
Brown Mackie College-Salina,Salina,KS,0,0,http://www.brownmackie.edu,3.47,1313,29
Brown Mackie College-South Bend,South Bend,IN,0,0,http://www.allalliedhealthschools.com/schools/id2204/,3.17,1383,31
Brown Mackie College-Tucson,Tucson,AZ,0,0,http://www.brownmackie.edu,3.28,1114,25
Brown University,Providence,RI,0,0,http://www.brown.edu,3.48,1440,32
Brunswick Community College,Supply,NC,0,0,http://www.brunswickcc.edu,3.65,1238,28
Bryan College,Gold River,CA,0,0,http://www.bryancollege.edu,3.13,1252,28
Bryan College,Springfield,MO,0,0,http://www.bryancollege.com,3.03,1312,29
Bryan College,Los Angeles,CA,0,0,http://www.bryancollege.edu,3.1,1230,27
Bryan College-Dayton,Dayton,TN,1,15337,http://www.bryan.edu,3.46,1147,26
BryanLGH College of Health Sciences,Lincoln,NE,0,0,http://www.bryanlghcollege.org,3.43,1226,27
Bryant & Stratton College-Amherst Campus,Amherst,NY,0,0,http://www.bryantstratton.edu,3.36,1368,31
Bryant & Stratton College-Buffalo,Buffalo,NY,0,0,http://www.bryantstratton.edu,3.18,1209,27
Bryant & Stratton College-Cleveland,Cleveland,OH,0,0,http://www.bryantstratton.edu,3.31,1385,31
Bryant & Stratton College-Eastlake Campus,Willoughby Hills,OH,0,0,http://www.bryantstratton.edu,3.14,1394,31
Bryant & Stratton College-Greece,Rochester,NY,0,0,http://bryantstratton.edu,3.38,1401,31
Bryant & Stratton College-Henrietta,Rochester,NY,0,0,http://www.bryantstratton.edu,3.06,1301,29
Bryant & Stratton College-Main Syracuse,Syracuse,NY,0,0,http://www.bryantstratton.edu,3.61,1381,31
Bryant & Stratton College-Parma,Parma,OH,0,0,http://www.bryantstratton.edu,3.29,1132,25
Bryant & Stratton College-Richmond,Richmond,VA,0,0,http://www.bryantstratton.edu,3.03,1331,30
Bryant & Stratton College-Southtowns,Orchard Park,NY,0,0,http://www.bryantstratton.edu,3.15,1292,29
Bryant & Stratton College-Syracuse North,Liverpool,NY,0,0,http://www.bryantstratton.edu,3.6,1290,29
Bryant University,Smithfield,RI,0,0,http://www.bryant.edu,3.55,1424,32
Bryn Mawr College,Bryn Mawr,PA,0,0,http://www.brynmawr.edu,3.21,1188,27
Buck's County School of Beauty Culture Inc,Feasterville,PA,0,0,http://www.bcsbc.com,3.02,1104,25
Bucknell University,Lewisburg,PA,0,0,http://www.bucknell.edu,3.31,1406,31
Bucks County Community College,Newtown,PA,0,0,http://www.bucks.edu,3.27,1301,29
Buena Vista University,Storm Lake,IA,1,16987,http://www.bvu.edu,3.28,1405,31
Bunker Hill Community College,Boston,MA,0,0,http://www.bhcc.mass.edu,3.66,1384,31
Burlington College,Burlington,VT,0,0,http://www.burlington.edu,3.59,1332,30
Burlington County College,Pemberton,NJ,0,0,http://www.bcc.edu,3.09,1132,25
Business Informatics Center Inc,Valley Stream,NY,0,0,http://www.thecollegeforbusiness.com,3.08,1374,31
Butler Community College,El Dorado,KS,0,0,http://www.butlercc.edu/,3.65,1251,28
Butler County Community College,Butler,PA,0,0,http://www.bc3.edu,3.11,1289,29
Butler University,Indianapolis,IN,0,0,http://www.butler.edu,3.28,1128,25
Butte College,Oroville,CA,0,0,http://www.butte.edu,3.03,1149,26
Cabarrus College of Health Sciences,Concord,NC,0,0,http://www.cabarruscollege.edu,3.65,1170,26
Cabrillo College,Aptos,CA,0,0,http://www.cabrillo.edu,3.54,1401,31
Cabrini College,Radnor,PA,1,25988,http://www.cabrini.edu,3.14,1263,28
Caldwell College,Caldwell,NJ,1,16349,http://www.caldwell.edu,3.05,1403,31
Caldwell Community College and Technical Institute,Hudson,NC,0,0,http://www.cccti.edu,3.34,1373,31
California Baptist University,Riverside,CA,1,19887,http://www.calbaptist.edu,3.64,1106,25
California Christian College,Fresno,CA,1,17395,http://www.calchristiancollege.org,3.35,1268,28
California College of the Arts,Oakland,CA,0,0,http://www.cca.edu,3.45,1273,28
California College-San Diego,San Diego,CA,0,0,http://www.cc-sd.edu,3.36,1191,27
California Culinary Academy,San Francisco,CA,0,0,http://www.caculinary.edu,3.38,1357,30
California Institute of Integral Studies,San Francisco,CA,0,0,http://www.ciis.edu,3.48,1251,28
California Institute of Technology,Pasadena,CA,0,0,http://www.caltech.edu,3.49,1550,35
California Institute of the Arts,Valencia,CA,0,0,http://www.calarts.edu,3.49,1428,32
California Lutheran University,Thousand Oaks,CA,1,26580,http://www.callutheran.edu/,3.39,1109,25
California Maritime Academy,Vallejo,CA,0,0,http://www.csum.edu,3.55,1223,27
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,0,0,http://www.calpoly.edu,3.34,1255,28
California School of Culinary Arts,Pasadena,CA,0,0,http://www.csca.edu,3.37,1315,29
California State Polytechnic University-Pomona,Pomona,CA,0,0,http://www.csupomona.edu,3.42,1362,30
California State University-Bakersfield,Bakersfield,CA,0,0,http://www.csub.edu,3.42,1250,28
California State University-Chancellors Office,Long Beach,CA,0,0,http://www.calstate.edu/,3.1,1306,29
California State University-Channel Islands,Camarillo,CA,0,0,http://www.csuci.edu,3.12,1276,29
California State University-Chico,Chico,CA,0,0,http://www.csuchico.edu,3.69,1110,25
California State University-Dominguez Hills,Carson,CA,0,0,http://www.csudh.edu,3.17,1391,31
California State University-East Bay,Hayward,CA,0,0,http://www.csueastbay.edu,3.61,1438,32
California State University-Fresno,Fresno,CA,0,0,http://www.csufresno.edu,3.08,1288,29
California State University-Fullerton,Fullerton,CA,0,0,http://www.fullerton.edu,3.23,1197,27
California State University-Long Beach,Long Beach,CA,0,0,http://www.csulb.edu,3.48,1330,30
California State University-Los Angeles,Los Angeles,CA,0,0,http://www.calstatela.edu,3.03,1175,26
California State University-Monterey Bay,Seaside,CA,0,0,http://www.csumb.edu,3.41,1326,30
California State University-Northridge,Northridge,CA,0,0,http://www.csun.edu,3.28,1223,27
California State University-Sacramento,Sacramento,CA,0,0,http://www.csus.edu,3.55,1136,25
California State University-San Bernardino,San Bernardino,CA,0,0,http://www.csusb.edu,3.59,1245,28
California State University-San Marcos,San Marcos,CA,0,0,http://www.csusm.edu,3.05,1342,30
California State University-Stanislaus,Turlock,CA,0,0,http://www.csustan.edu,3.49,1199,27
California University of Pennsylvania,California,PA,0,0,http://www.cup.edu,3.61,1214,27
California Western School of Law,San Diego,CA,0,0,http://www.cwsl.edu,3.58,1447,32
Calumet College of Saint Joseph,Whiting,IN,0,9970,http://www.ccsj.edu,3.36,1395,31
Calvary Baptist Theological Seminary,Lansdale,PA,1,0,http://www.cbs.edu,3.3,1399,31
Calvary Bible College and Theological Seminary,Kansas City,MO,1,12411,http://www.calvary.edu,3.56,1431,32
Calvin College,Grand Rapids,MI,0,24334,http://www.calvin.edu,3.32,1332,30
Calvin Theological Seminary,Grand Rapids,MI,0,0,http://www.calvinseminary.edu,3.11,1426,32
Cambria Rowe Business College,Johnstown,PA,0,0,http://www.crbc.net,3,1298,29
Cambria-Rowe Business College,Indiana,PA,0,0,http://www.crbc.net,3.39,1169,26
Cambridge College,Cambridge,MA,0,0,http://www.cambridgecollege.edu,3.2,1441,32
Camden County College,Blackwood,NJ,0,0,http://www.camdencc.edu,3.26,1186,26
Camelot College,Baton Rouge,LA,0,0,http://www.camelotcollege.com,3.25,1305,29
Cameron College,New Orleans,LA,0,0,http://www.cameroncollege.com,3.24,1116,25
Cameron University,Lawton,OK,0,0,http://www.cameron.edu,3.42,1405,31
Campbell University,Buies Creek,NC,1,18162,http://www.campbell.edu,3.14,1277,29
Campbellsville University,Campbellsville,KY,1,12492,http://www.campbellsville.edu,3.13,1223,27
Canada College,Redwood City,CA,0,0,http://canadacollege.edu,3.36,1392,31
Canisius College,Buffalo,NY,1,18133,http://www.canisius.edu,3.19,1310,29
Cankdeska Cikana Community College,Fort Totten,ND,0,0,http://www.littlehoop.edu,3.43,1192,27
Cape Cod Community College,West Barnstable,MA,0,0,http://www.capecod.mass.edu,3.32,1439,32
Cape Fear Community College,Wilmington,NC,0,0,http://www.cfcc.edu,3.47,1207,27
Capella University,Minneapolis,MN,0,0,http://www.capella.edu,3.49,1312,29
Capital Community College,Hartford,CT,0,0,http://www.ccc.commnet.edu,3.2,1349,30
